,PLZ,Ortsname,YB,YB_relativ,YB_pro_1000,SCB,SCB_relativ,SCB_pro_1000,derby
1017,3323,Bäriswil,18.0,0.017357762777242044,17.357762777242044,14.0,0.013500482160077145,13.500482160077146,YB gewinnt
1018,3324,"Hindelbank, Mötschwil",37.0,0.015182601559294214,15.182601559294215,40.0,0.016413623307345096,16.413623307345095,SCB gewinnt
1019,3325,"Hindelbank, Krauchthal, Mötschwil",13.0,0.013933547695605574,13.933547695605574,17.0,0.01822079314040729,18.220793140407288,SCB gewinnt
1020,3326,"Bolligen, Krauchthal",14.0,0.009742519137091163,9.742519137091163,22.0,0.015309672929714684,15.309672929714683,SCB gewinnt
1021,3360,Herzogenbuchsee,23.0,0.0038733580330077466,3.873358033007747,26.0,0.004378578646008757,4.378578646008757,SCB gewinnt
1022,3362,Niederönz,5.0,0.0031605562579013905,3.1605562579013906,4.0,0.0025284450063211127,2.5284450063211126,YB gewinnt
1023,3363,Herzogenbuchsee,,,,3.0,0.0029469548133595285,2.9469548133595285,Unentschieden
1024,3365,Seeberg,5.0,0.004739336492890996,4.739336492890995,4.0,0.0037914691943127963,3.7914691943127963,YB gewinnt
1025,3366,Bettenhausen,5.0,0.007363770250368188,7.363770250368188,2.0,0.0029455081001472753,2.945508100147275,YB gewinnt
1026,3367,"Ochlenberg, Thörigen",5.0,0.003762227238525207,3.762227238525207,4.0,0.0030097817908201654,3.0097817908201656,YB gewinnt
1027,3368,"Bleienbach, Lotzwil",4.0,0.0058823529411764705,5.88235294117647,4.0,0.0058823529411764705,5.88235294117647,Unentschieden
1028,3372,Heimenhausen,,,,,,,Unentschieden
1029,3373,Heimenhausen,,,,2.0,0.002403846153846154,2.403846153846154,Unentschieden
1030,3374,Wangenried,,,,1.0,0.002369668246445498,2.3696682464454977,Unentschieden
1031,3375,Inkwil,,,,5.0,0.008,8.0,Unentschieden
1032,3376,"Berken, Graben",,,,,,,Unentschieden
1033,3377,Walliswil bei Wangen,,,,5.0,0.008665511265164644,8.665511265164644,Unentschieden
1034,3380,"Walliswil bei Niederbipp, Wangen an der Aare, Wiedlisbach",6.0,0.0024232633279483036,2.4232633279483036,11.0,0.0044426494345718905,4.442649434571891,SCB gewinnt
1035,3400,"Burgdorf, Kirchberg (BE)",120.0,0.007685902773329917,7.685902773329917,64.0,0.004099148145775956,4.099148145775956,YB gewinnt
1036,3412,Heimiswil,5.0,0.0051440329218107,5.1440329218107,10.0,0.0102880658436214,10.2880658436214,SCB gewinnt
1037,3413,"Burgdorf, Heimiswil, Affoltern im Emmental",2.0,0.0039447731755424065,3.9447731755424065,4.0,0.007889546351084813,7.889546351084813,SCB gewinnt
1038,3414,"Burgdorf, Oberburg, Lützelflüh",20.0,0.00536480686695279,5.364806866952789,22.0,0.005901287553648069,5.901287553648069,SCB gewinnt
1039,3415,"Hasle bei Burgdorf, Heimiswil, Lützelflüh, Rüegsau",31.0,0.007142857142857143,7.142857142857142,27.0,0.006221198156682027,6.221198156682028,YB gewinnt
1040,3416,"Heimiswil, Affoltern im Emmental, Rüegsau, Sumiswald",,,,1.0,0.0015625,1.5625,Unentschieden
1041,3417,Rüegsau,4.0,0.00904977375565611,9.04977375565611,1.0,0.0022624434389140274,2.2624434389140275,YB gewinnt
1042,3418,"Heimiswil, Affoltern im Emmental, Lützelflüh, Rüegsau",5.0,0.007072135785007072,7.072135785007072,,,,Unentschieden
1043,3419,"Hasle bei Burgdorf, Lützelflüh",6.0,0.012684989429175475,12.684989429175475,2.0,0.004228329809725159,4.2283298097251585,YB gewinnt
1044,3421,"Lyssach, Mötschwil, Oberburg, Rüti bei Lyssach",21.0,0.012665862484921592,12.665862484921593,22.0,0.013268998793727383,13.268998793727382,SCB gewinnt
1045,3422,"Ersigen, Kirchberg (BE), Rüdtligen-Alchenflüh",89.0,0.011395646606914212,11.395646606914212,74.0,0.009475032010243278,9.475032010243279,YB gewinnt
1046,3423,Ersigen,12.0,0.007194244604316547,7.194244604316547,13.0,0.0077937649880095924,7.793764988009593,SCB gewinnt
1047,3424,Ersigen,,,,2.0,0.005847953216374269,5.847953216374268,Unentschieden
1048,3425,"Ersigen, Koppigen, Willadingen",25.0,0.010752688172043012,10.752688172043012,42.0,0.01806451612903226,18.06451612903226,SCB gewinnt
1049,3426,Aefligen,9.0,0.008482563619227144,8.482563619227143,18.0,0.016965127238454288,16.965127238454286,SCB gewinnt
1050,3427,"Utzenstorf, Wiler bei Utzenstorf",50.0,0.011859582542694497,11.859582542694497,54.0,0.012808349146110056,12.808349146110057,SCB gewinnt
1051,3428,Wiler bei Utzenstorf,5.0,0.006024096385542169,6.024096385542169,3.0,0.0036144578313253013,3.6144578313253013,YB gewinnt
1052,3429,"Hellsau, Höchstetten",,,,4.0,0.008528784648187633,8.528784648187633,Unentschieden
1053,3432,"Hasle bei Burgdorf, Rüderswil, Lützelflüh",12.0,0.003943476832073612,3.9434768320736118,12.0,0.003943476832073612,3.9434768320736118,Unentschieden
1054,3433,"Hasle bei Burgdorf, Lauperswil, Rüderswil, Lützelflüh",,,,1.0,0.0019305019305019305,1.9305019305019306,Unentschieden
1055,3434,"Landiswil, Lützelflüh",2.0,0.0030257186081694403,3.0257186081694405,2.0,0.0030257186081694403,3.0257186081694405,Unentschieden
1056,3435,Lützelflüh,,,,2.0,0.007633587786259542,7.633587786259541,Unentschieden
1057,3436,"Lauperswil, Rüderswil",8.0,0.003040668947168377,3.040668947168377,3.0,0.0011402508551881414,1.1402508551881414,YB gewinnt
1058,3437,Rüderswil,,,,,,,Unentschieden
1059,3438,"Lauperswil, Rüderswil",1.0,0.0018450184501845018,1.8450184501845017,,,,Unentschieden
1060,3439,"Rüderswil, Lützelflüh",1.0,0.001941747572815534,1.941747572815534,,,,Unentschieden
1061,3452,Lützelflüh,4.0,0.005319148936170213,5.319148936170213,5.0,0.006648936170212766,6.648936170212766,SCB gewinnt
1062,3453,"Rüderswil, Lützelflüh, Trachselwald",1.0,0.0011098779134295228,1.1098779134295227,1.0,0.0011098779134295228,1.1098779134295227,Unentschieden
1063,3454,"Lützelflüh, Rüegsau, Sumiswald",21.0,0.008359872611464968,8.359872611464969,9.0,0.0035828025477707007,3.582802547770701,YB gewinnt
1064,3455,Sumiswald,6.0,0.01011804384485666,10.118043844856661,2.0,0.003372681281618887,3.372681281618887,YB gewinnt
1065,3456,"Lützelflüh, Trachselwald",,,,,,,Unentschieden
1066,3457,"Sumiswald, Wyssachen",1.0,0.0005449591280653951,0.5449591280653951,9.0,0.004904632152588556,4.904632152588556,SCB gewinnt
1067,3462,"Affoltern im Emmental, Sumiswald",1.0,0.002008032128514056,2.008032128514056,,,,Unentschieden
1068,3463,"Affoltern im Emmental, Dürrenroth, Walterswil (BE)",2.0,0.006006006006006006,6.006006006006006,2.0,0.006006006006006006,6.006006006006006,Unentschieden
1069,3464,"Wynigen, Affoltern im Emmental, Dürrenroth, Walterswil (BE)",,,,1.0,0.002967359050445104,2.967359050445104,Unentschieden
1070,3465,Dürrenroth,5.0,0.0056753688989784334,5.675368898978434,,,,Unentschieden
1071,3472,"Burgdorf, Ersigen, Heimiswil, Rumendingen, Wynigen",16.0,0.009389671361502348,9.389671361502348,10.0,0.005868544600938967,5.868544600938967,YB gewinnt
1072,3473,Alchenstorf,3.0,0.005136986301369863,5.136986301369863,7.0,0.011986301369863013,11.986301369863012,SCB gewinnt
1073,3474,"Wynigen, Seeberg",1.0,0.0028089887640449437,2.8089887640449436,1.0,0.0028089887640449437,2.8089887640449436,Unentschieden
1074,3475,Seeberg,,,,4.0,0.011764705882352941,11.76470588235294,Unentschieden
1075,3476,"Ochlenberg, Seeberg, Thörigen",,,,,,,Unentschieden
1076,3503,Konolfingen,1.0,0.0024813895781637717,2.4813895781637716,3.0,0.007444168734491315,7.444168734491315,SCB gewinnt
1077,3504,"Niederhünigen, Oberhünigen",4.0,0.004555808656036446,4.555808656036446,1.0,0.0011389521640091116,1.1389521640091116,YB gewinnt
1078,3506,"Grosshöchstetten, Mirchel, Oberthal, Zäziwil",42.0,0.011712214166201896,11.712214166201896,23.0,0.006413831567205801,6.413831567205801,YB gewinnt
1079,3507,"Arni (BE), Biglen",15.0,0.007928118393234672,7.928118393234672,19.0,0.01004228329809725,10.042283298097251,SCB gewinnt
1080,3508,"Arni (BE), Landiswil, Oberthal",2.0,0.002386634844868735,2.3866348448687353,7.0,0.008353221957040573,8.353221957040573,SCB gewinnt
1081,3510,"Freimettigen, Häutligen, Konolfingen, Niederhünigen, Wichtrach",61.0,0.01131935424011876,11.319354240118761,52.0,0.009649285581740583,9.649285581740584,YB gewinnt
1082,3512,Walkringen,9.0,0.007275666936135812,7.275666936135813,6.0,0.004850444624090542,4.850444624090542,YB gewinnt
1083,3513,"Vechigen, Hasle bei Burgdorf, Walkringen",2.0,0.003367003367003367,3.3670033670033668,3.0,0.005050505050505051,5.050505050505051,SCB gewinnt
1084,3531,"Bowil, Oberthal, Zäziwil",1.0,0.0015822784810126582,1.5822784810126582,,,,Unentschieden
1085,3532,"Mirchel, Zäziwil, Oberhünigen",21.0,0.009506564056133997,9.506564056133998,17.0,0.007695789950203712,7.695789950203713,YB gewinnt
1086,3533,"Bowil, Zäziwil, Oberhünigen, Röthenbach im Emmental",3.0,0.0024330900243309003,2.4330900243309004,2.0,0.0016220600162206002,1.6220600162206003,YB gewinnt
1087,3534,"Bowil, Signau",5.0,0.002799552071668533,2.799552071668533,,,,Unentschieden
1088,3535,"Langnau im Emmental, Signau",1.0,0.0009765625,0.9765625,,,,Unentschieden
1089,3536,Eggiwil,2.0,0.0036231884057971015,3.6231884057971016,1.0,0.0018115942028985507,1.8115942028985508,YB gewinnt
1090,3537,"Eggiwil, Röthenbach im Emmental, Trub, Trubschachen",,,,,,,Unentschieden
1091,3538,"Bowil, Linden, Röthenbach im Emmental",,,,,,,Unentschieden
1092,3543,"Langnau im Emmental, Lauperswil, Signau",4.0,0.007874015748031496,7.874015748031496,,,,Unentschieden
1093,3550,"Eggiwil, Langnau im Emmental, Lauperswil",26.0,0.0036661026508742244,3.6661026508742243,7.0,0.0009870276367738298,0.9870276367738298,YB gewinnt
1094,3551,"Langnau im Emmental, Lauperswil, Trachselwald",,,,,,,Unentschieden
1095,3552,"Langnau im Emmental, Trub",,,,1.0,0.0008312551953449709,0.8312551953449709,Unentschieden
1096,3553,Langnau im Emmental,1.0,0.001890359168241966,1.890359168241966,1.0,0.001890359168241966,1.890359168241966,Unentschieden
1097,3555,"Langnau im Emmental, Trub, Trubschachen, Escholzmatt-Marbach",1.0,0.0006097560975609756,0.6097560975609756,3.0,0.001829268292682927,1.829268292682927,SCB gewinnt
1098,3556,"Trub, Trubschachen",,,,1.0,0.0012121212121212121,1.2121212121212122,Unentschieden
1099,3557,Trub,,,,,,,Unentschieden
1100,3600,"Hilterfingen, Thun",55.0,0.0031665611146295125,3.1665611146295127,75.0,0.004318037883585699,4.318037883585699,SCB gewinnt
1101,3603,Thun,3.0,0.0010053619302949062,1.0053619302949062,12.0,0.004021447721179625,4.021447721179625,SCB gewinnt
1102,3604,Thun,36.0,0.002297676793464386,2.297676793464386,96.0,0.006127138115905029,6.127138115905029,SCB gewinnt
1103,3608,Thun,11.0,0.004678860059549128,4.678860059549128,13.0,0.00552956188855806,5.52956188855806,SCB gewinnt
1104,3612,"Fahrni, Schwendibach, Steffisburg, Thun",32.0,0.0028535758872837527,2.853575887283753,57.0,0.005082932049224184,5.082932049224183,SCB gewinnt
1105,3613,"Heimberg, Steffisburg",9.0,0.0017716535433070866,1.7716535433070866,27.0,0.00531496062992126,5.31496062992126,SCB gewinnt
1106,3614,"Buchholterberg, Unterlangenegg",1.0,0.0014814814814814814,1.4814814814814814,1.0,0.0014814814814814814,1.4814814814814814,Unentschieden
1107,3615,"Linden, Röthenbach im Emmental, Buchholterberg",4.0,0.0026490066225165563,2.6490066225165565,8.0,0.005298013245033113,5.298013245033113,SCB gewinnt
1108,3616,"Eriz, Oberlangenegg, Unterlangenegg",,,,6.0,0.00894187779433681,8.941877794336811,Unentschieden
1109,3617,"Fahrni, Steffisburg",2.0,0.002372479240806643,2.3724792408066433,11.0,0.013048635824436536,13.048635824436536,SCB gewinnt
1110,3618,"Eggiwil, Röthenbach im Emmental, Buchholterberg, Oberlangenegg, Wachseldorn",,,,2.0,0.003236245954692557,3.236245954692557,Unentschieden
1111,3619,"Eriz, Horrenbach-Buchen, Sigriswil",,,,1.0,0.0018832391713747645,1.8832391713747645,Unentschieden
1112,3622,Homberg,,,,,,,Unentschieden
1113,3623,"Horrenbach-Buchen, Sigriswil, Teuffenthal (BE)",,,,,,,Unentschieden
1114,3624,"Homberg, Schwendibach, Thun",2.0,0.0014803849000740192,1.4803849000740192,4.0,0.0029607698001480384,2.9607698001480385,SCB gewinnt
1115,3625,"Heiligenschwendi, Hilterfingen",,,,5.0,0.00725689404934688,7.256894049346879,Unentschieden
1116,3626,"Hilterfingen, Thun",10.0,0.003481894150417827,3.481894150417827,7.0,0.002437325905292479,2.437325905292479,YB gewinnt
1117,3627,"Heimberg, Steffisburg",19.0,0.003173012692050768,3.173012692050768,65.0,0.01085504342017368,10.855043420173681,SCB gewinnt
1118,3628,Uttigen,11.0,0.005786428195686481,5.78642819568648,21.0,0.011046817464492372,11.046817464492372,SCB gewinnt
1119,3629,"Kiesen, Oppligen, Jaberg, Kirchdorf (BE)",18.0,0.00989010989010989,9.89010989010989,25.0,0.013736263736263736,13.736263736263735,SCB gewinnt
1120,3631,Stocken-Höfen,1.0,0.0022727272727272726,2.2727272727272725,2.0,0.004545454545454545,4.545454545454545,SCB gewinnt
1121,3632,Stocken-Höfen,,,,2.0,0.003766478342749529,3.766478342749529,Unentschieden
1122,3633,"Amsoldingen, Thierachern",,,,3.0,0.003703703703703704,3.7037037037037037,Unentschieden
1123,3634,Thierachern,10.0,0.004118616144975288,4.118616144975288,9.0,0.0037067545304777594,3.7067545304777596,YB gewinnt
1124,3635,"Thierachern, Uebeschi",1.0,0.0014619883040935672,1.461988304093567,6.0,0.008771929824561403,8.771929824561402,SCB gewinnt
1125,3636,"Thierachern, Forst-Längenbühl",1.0,0.0013175230566534915,1.3175230566534915,4.0,0.005270092226613966,5.270092226613966,SCB gewinnt
1126,3638,"Blumenstein, Pohlern",5.0,0.0035112359550561797,3.5112359550561796,7.0,0.0049157303370786515,4.915730337078651,SCB gewinnt
1127,3645,"Spiez, Thun, Zwieselberg",11.0,0.0027153789187854853,2.7153789187854853,27.0,0.0066650209824734635,6.665020982473464,SCB gewinnt
1128,3646,Spiez,2.0,0.0018165304268846503,1.8165304268846503,8.0,0.007266121707538601,7.266121707538601,SCB gewinnt
1129,3647,Reutigen,1.0,0.0010111223458038423,1.0111223458038423,4.0,0.004044489383215369,4.044489383215369,SCB gewinnt
1130,3652,"Hilterfingen, Oberhofen am Thunersee",4.0,0.002177463255307567,2.177463255307567,10.0,0.005443658138268917,5.443658138268916,SCB gewinnt
1131,3653,Oberhofen am Thunersee,5.0,0.0021404109589041095,2.1404109589041096,10.0,0.004280821917808219,4.280821917808219,SCB gewinnt
1132,3654,"Oberhofen am Thunersee, Sigriswil",3.0,0.003468208092485549,3.468208092485549,4.0,0.004624277456647399,4.624277456647399,SCB gewinnt
1133,3655,Sigriswil,6.0,0.004155124653739612,4.1551246537396125,8.0,0.00554016620498615,5.54016620498615,SCB gewinnt
1134,3656,Sigriswil,4.0,0.004581901489117984,4.581901489117985,3.0,0.003436426116838488,3.4364261168384878,YB gewinnt
1135,3657,Sigriswil,,,,2.0,0.0033500837520938024,3.3500837520938025,Unentschieden
1136,3658,Sigriswil,1.0,0.0011248593925759281,1.124859392575928,3.0,0.003374578177727784,3.374578177727784,SCB gewinnt
1137,3661,Uetendorf,24.0,0.0039946737683089215,3.9946737683089215,66.0,0.010985352862849533,10.985352862849533,SCB gewinnt
1138,3662,Seftigen,11.0,0.0054107230693556324,5.410723069355632,12.0,0.005902606984751598,5.902606984751598,SCB gewinnt
1139,3663,"Gurzelen, Forst-Längenbühl",1.0,0.0011904761904761906,1.1904761904761907,3.0,0.0035714285714285713,3.571428571428571,SCB gewinnt
1140,3664,"Burgistein, Gurzelen, Riggisberg, Wattenwil",5.0,0.004125412541254125,4.125412541254125,10.0,0.00825082508250825,8.25082508250825,SCB gewinnt
1141,3665,"Burgistein, Wattenwil, Forst-Längenbühl",15.0,0.005302226935312832,5.302226935312832,22.0,0.007776599505125486,7.776599505125486,SCB gewinnt
1142,3671,"Brenzikofen, Herbligen, Heimberg",8.0,0.0071877807726864335,7.187780772686433,19.0,0.017070979335130278,17.07097933513028,SCB gewinnt
1143,3672,"Linden, Oberdiessbach",31.0,0.009913655260633194,9.913655260633194,25.0,0.00799488327470419,7.99488327470419,YB gewinnt
1144,3673,"Bowil, Linden, Oberhünigen",1.0,0.0007739938080495357,0.7739938080495357,7.0,0.005417956656346749,5.41795665634675,SCB gewinnt
1145,3674,"Oberdiessbach, Buchholterberg",4.0,0.01020408163265306,10.204081632653061,1.0,0.002551020408163265,2.5510204081632653,YB gewinnt
1146,3700,Spiez,35.0,0.003886729594669628,3.886729594669628,73.0,0.008106607440310939,8.106607440310938,SCB gewinnt
1147,3702,"Aeschi bei Spiez, Spiez",3.0,0.004615384615384616,4.615384615384616,5.0,0.007692307692307693,7.6923076923076925,SCB gewinnt
1148,3703,Aeschi bei Spiez,6.0,0.003084832904884319,3.084832904884319,8.0,0.004113110539845758,4.113110539845758,SCB gewinnt
1149,3704,"Aeschi bei Spiez, Krattigen, Spiez",1.0,0.0008833922261484099,0.8833922261484098,7.0,0.006183745583038869,6.183745583038869,SCB gewinnt
1150,3705,Spiez,4.0,0.003369839932603201,3.369839932603201,5.0,0.004212299915754001,4.212299915754001,SCB gewinnt
1151,3706,"Därligen, Leissigen",5.0,0.005122950819672131,5.1229508196721305,7.0,0.007172131147540984,7.172131147540984,SCB gewinnt
1152,3707,Därligen,1.0,0.0024509803921568627,2.450980392156863,,,,Unentschieden
1153,3711,"Aeschi bei Spiez, Reichenbach im Kandertal, Wimmis",1.0,0.003215434083601286,3.215434083601286,2.0,0.006430868167202572,6.430868167202572,SCB gewinnt
1154,3713,"Frutigen, Reichenbach im Kandertal",11.0,0.004639392661324336,4.639392661324336,6.0,0.0025305778152678194,2.5305778152678196,YB gewinnt
1155,3714,"Frutigen, Reichenbach im Kandertal",6.0,0.0009416195856873823,0.9416195856873822,28.0,0.004394224733207784,4.394224733207784,SCB gewinnt
1156,3715,"Adelboden, Frutigen",,,,1.0,0.0002905287623474724,0.2905287623474724,Unentschieden
1157,3716,"Frutigen, Kandergrund",,,,,,,Unentschieden
1158,3717,Kandergrund,,,,,,,Unentschieden
1159,3718,Kandersteg,3.0,0.0023094688221709007,2.3094688221709005,4.0,0.003079291762894534,3.079291762894534,SCB gewinnt
1160,3722,Reichenbach im Kandertal,,,,4.0,0.007662835249042145,7.662835249042145,Unentschieden
1161,3723,Reichenbach im Kandertal,,,,,,,Unentschieden
1162,3724,Frutigen,1.0,0.004081632653061225,4.081632653061225,1.0,0.004081632653061225,4.081632653061225,Unentschieden
1163,3725,"Adelboden, Frutigen",,,,3.0,0.006521739130434782,6.521739130434782,Unentschieden
1164,3752,Wimmis,4.0,0.0016467682173734047,1.6467682173734046,9.0,0.0037052284890901604,3.7052284890901603,SCB gewinnt
1165,3753,Diemtigen,4.0,0.005442176870748299,5.442176870748299,5.0,0.006802721088435374,6.802721088435374,SCB gewinnt
1166,3754,"Diemtigen, Erlenbach im Simmental",5.0,0.011655011655011656,11.655011655011656,,,,Unentschieden
1167,3755,Diemtigen,,,,1.0,0.00202020202020202,2.0202020202020203,Unentschieden
1168,3756,Diemtigen,,,,1.0,0.004329004329004329,4.329004329004329,Unentschieden
1169,3757,Diemtigen,,,,,,,Unentschieden
1170,3758,Erlenbach im Simmental,,,,,,,Unentschieden
1171,3762,Erlenbach im Simmental,2.0,0.001771479185119575,1.7714791851195748,2.0,0.001771479185119575,1.7714791851195748,Unentschieden
1172,3763,Därstetten,,,,1.0,0.002257336343115124,2.257336343115124,Unentschieden
1173,3764,"Därstetten, Oberwil im Simmental",,,,3.0,0.0069124423963133645,6.912442396313365,Unentschieden
1174,3765,Oberwil im Simmental,,,,1.0,0.001303780964797914,1.303780964797914,Unentschieden
1175,3766,"Oberwil im Simmental, Boltigen",3.0,0.0023237800154918666,2.3237800154918666,8.0,0.006196746707978312,6.196746707978312,SCB gewinnt
1176,3770,"Boltigen, Zweisimmen",7.0,0.002819170358437374,2.819170358437374,9.0,0.003624647603705195,3.624647603705195,SCB gewinnt
1177,3771,Zweisimmen,,,,6.0,0.016901408450704224,16.901408450704224,Unentschieden
1178,3772,St. Stephan,,,,1.0,0.001215066828675577,1.215066828675577,Unentschieden
1179,3773,"Lenk, St. Stephan",,,,,,,Unentschieden
1180,3775,Lenk,2.0,0.0008254230293025176,0.8254230293025175,1.0,0.0004127115146512588,0.41271151465125877,YB gewinnt
1181,3776,Zweisimmen,,,,,,,Unentschieden
1182,3777,"Zweisimmen, Saanen",,,,,,,Unentschieden
1183,3778,Saanen,,,,,,,Unentschieden
1184,3780,Saanen,2.0,0.0006626905235255136,0.6626905235255136,7.0,0.0023194168323392977,2.319416832339298,SCB gewinnt
1185,3781,Saanen,,,,1.0,0.004149377593360996,4.149377593360996,Unentschieden
