,PLZ,Ortsname,YB,YB_relativ,YB_pro_1000,SCB,SCB_relativ,SCB_pro_1000,derby
2273,7029,Arosa,,,,,,,Unentschieden
2274,7031,Laax,,,,,,,Unentschieden
2275,7032,Laax,,,,,,,Unentschieden
2276,7050,Arosa,,,,,,,Unentschieden
2277,7056,Arosa,,,,,,,Unentschieden
2278,7057,Arosa,,,,,,,Unentschieden
2279,7058,Arosa,,,,,,,Unentschieden
2280,7062,"Chur, Churwalden",,,,,,,Unentschieden
2281,7063,Tschiertschen-Praden,,,,,,,Unentschieden
2282,7064,Tschiertschen-Praden,,,,,,,Unentschieden
2283,7074,Churwalden,,,,,,,Unentschieden
2284,7075,Churwalden,,,,,,,Unentschieden
2285,7076,"Vaz/Obervaz, Churwalden",,,,,,,Unentschieden
2286,7077,Vaz/Obervaz,,,,,,,Unentschieden
2287,7078,Vaz/Obervaz,,,,1.0,0.0006635700066357001,0.6635700066357001,Unentschieden
2288,7082,Vaz/Obervaz,,,,,,,Unentschieden
2289,7083,Lantsch/Lenz,,,,,,,Unentschieden
2290,7084,Albula/Alvra,,,,,,,Unentschieden
2291,7104,"Safiental, Flims",,,,,,,Unentschieden
2292,7106,Safiental,,,,,,,Unentschieden
2293,7107,Safiental,,,,,,,Unentschieden
2294,7109,Safiental,,,,,,,Unentschieden
2295,7110,Lumnezia,,,,,,,Unentschieden
2296,7111,Ilanz/Glion,,,,,,,Unentschieden
2297,7112,Ilanz/Glion,,,,,,,Unentschieden
2298,7113,Lumnezia,,,,,,,Unentschieden
2299,7114,Lumnezia,,,,,,,Unentschieden
2300,7115,Lumnezia,,,,,,,Unentschieden
2301,7116,"Vals, Lumnezia",,,,,,,Unentschieden
2302,7122,Safiental,,,,,,,Unentschieden
2303,7126,Ilanz/Glion,,,,,,,Unentschieden
2304,7127,Ilanz/Glion,,,,,,,Unentschieden
2305,7128,Ilanz/Glion,,,,,,,Unentschieden
2306,7130,Ilanz/Glion,,,,,,,Unentschieden
2307,7132,Vals,,,,,,,Unentschieden
2308,7133,,,,,,,,Unentschieden
2309,7134,"Breil/Brigels, Obersaxen Mundaun",,,,,,,Unentschieden
2310,7135,,,,,,,,Unentschieden
2311,7136,,,,,,,,Unentschieden
2312,7137,Obersaxen Mundaun,,,,,,,Unentschieden
2313,7138,Obersaxen Mundaun,,,,,,,Unentschieden
2314,7141,Ilanz/Glion,,,,,,,Unentschieden
2315,7142,Lumnezia,,,,,,,Unentschieden
2316,7143,Lumnezia,,,,,,,Unentschieden
2317,7144,"Lumnezia, Ilanz/Glion",,,,,,,Unentschieden
2318,7145,Lumnezia,,,,,,,Unentschieden
2319,7146,Lumnezia,,,,,,,Unentschieden
2320,7147,Lumnezia,,,,,,,Unentschieden
2321,7148,Lumnezia,,,,,,,Unentschieden
2322,7149,Lumnezia,,,,,,,Unentschieden
2323,7151,Schluein,,,,,,,Unentschieden
2324,7152,Sagogn,,,,,,,Unentschieden
2325,7153,Falera,,,,,,,Unentschieden
2326,7154,Ilanz/Glion,,,,,,,Unentschieden
2327,7155,Ilanz/Glion,,,,,,,Unentschieden
2328,7156,Ilanz/Glion,,,,,,,Unentschieden
2329,7157,Ilanz/Glion,,,,,,,Unentschieden
2330,7158,Waltensburg/Vuorz,,,,,,,Unentschieden
2331,7159,Andiast,,,,,,,Unentschieden
2332,7162,Breil/Brigels,,,,,,,Unentschieden
2333,7163,Breil/Brigels,,,,,,,Unentschieden
2334,7164,Breil/Brigels,,,,,,,Unentschieden
2335,7165,Breil/Brigels,,,,,,,Unentschieden
2336,7166,Trun,,,,,,,Unentschieden
2337,7167,Trun,,,,,,,Unentschieden
2338,7168,Trun,,,,,,,Unentschieden
2339,7172,"Sumvitg, Trun",,,,,,,Unentschieden
2340,7173,Sumvitg,,,,,,,Unentschieden
2341,7174,Sumvitg,,,,,,,Unentschieden
2342,7175,Sumvitg,,,,,,,Unentschieden
2343,7176,Sumvitg,,,,,,,Unentschieden
2344,7180,Disentis/Mustér,,,,,,,Unentschieden
2345,7182,Disentis/Mustér,,,,,,,Unentschieden
2346,7183,Disentis/Mustér,,,,,,,Unentschieden
2347,7184,Medel (Lucmagn),,,,,,,Unentschieden
2348,7185,Medel (Lucmagn),,,,,,,Unentschieden
2349,7186,Disentis/Mustér,,,,,,,Unentschieden
2350,7187,Tujetsch,,,,,,,Unentschieden
2351,7188,Tujetsch,,,,,,,Unentschieden
2352,7189,Tujetsch,,,,,,,Unentschieden
2353,7201,Zizers,,,,,,,Unentschieden
2354,7202,Trimmis,,,,,,,Unentschieden
2355,7203,Trimmis,,,,1.0,0.00034305317324185246,0.34305317324185247,Unentschieden
2356,7204,"Untervaz, Landquart",,,,,,,Unentschieden
2357,7205,Zizers,,,,,,,Unentschieden
2358,7206,Landquart,,,,,,,Unentschieden
2359,7208,Malans,,,,,,,Unentschieden
2360,7212,Seewis im Prättigau,,,,,,,Unentschieden
2361,7213,Grüsch,,,,,,,Unentschieden
2362,7214,"Grüsch, Schiers",,,,,,,Unentschieden
2363,7215,"Grüsch, Seewis im Prättigau",,,,,,,Unentschieden
2364,7220,Schiers,,,,1.0,0.00045558086560364467,0.4555808656036447,Unentschieden
2365,7222,"Luzein, Schiers",,,,,,,Unentschieden
2366,7223,Luzein,,,,,,,Unentschieden
2367,7224,Luzein,,,,,,,Unentschieden
2368,7226,"Luzein, Schiers",,,,,,,Unentschieden
2369,7228,Schiers,,,,,,,Unentschieden
2370,7231,Jenaz,,,,,,,Unentschieden
2371,7232,"Furna, Jenaz",,,,,,,Unentschieden
2372,7233,Jenaz,,,,,,,Unentschieden
2373,7235,Fideris,,,,,,,Unentschieden
2374,7240,"Küblis, Luzein",,,,,,,Unentschieden
2375,7241,Conters im Prättigau,,,,,,,Unentschieden
2376,7242,Luzein,,,,,,,Unentschieden
2377,7243,Luzein,,,,,,,Unentschieden
2378,7244,Luzein,,,,,,,Unentschieden
2379,7245,Luzein,,,,,,,Unentschieden
2380,7246,Luzein,,,,,,,Unentschieden
2381,7247,"Klosters-Serneus, Küblis",,,,,,,Unentschieden
2382,7249,"Klosters-Serneus, Conters im Prättigau",,,,,,,Unentschieden
2383,7250,Klosters-Serneus,,,,,,,Unentschieden
2384,7252,Klosters-Serneus,,,,,,,Unentschieden
2385,7260,Davos,,,,,,,Unentschieden
2386,7265,"Davos, Klosters-Serneus",,,,,,,Unentschieden
2387,7270,Davos,,,,3.0,0.0004899559039686428,0.4899559039686428,Unentschieden
2388,7272,Davos,,,,,,,Unentschieden
2389,7276,Davos,,,,,,,Unentschieden
2390,7277,Davos,,,,,,,Unentschieden
2391,7278,Davos,1.0,0.006172839506172839,6.172839506172839,,,,Unentschieden
2392,7302,"Maienfeld, Landquart",,,,,,,Unentschieden
2393,7303,Landquart,,,,,,,Unentschieden
2394,7304,"Fläsch, Maienfeld",,,,,,,Unentschieden
2395,7306,Fläsch,,,,,,,Unentschieden
2396,7307,Jenins,,,,,,,Unentschieden
2397,7310,Bad Ragaz,,,,,,,Unentschieden
2398,7312,Pfäfers,,,,,,,Unentschieden
2399,7313,"Pfäfers, Landquart",,,,,,,Unentschieden
2400,7314,Pfäfers,,,,,,,Unentschieden
2401,7315,"Pfäfers, Tamins",,,,,,,Unentschieden
2402,7317,"Bad Ragaz, Pfäfers",,,,,,,Unentschieden
2403,7320,Sargans,,,,,,,Unentschieden
2404,7323,Vilters-Wangs,,,,1.0,0.00039984006397441024,0.39984006397441024,Unentschieden
2405,7324,Vilters-Wangs,,,,,,,Unentschieden
2406,7325,Mels,,,,,,,Unentschieden
2407,7326,Mels,,,,,,,Unentschieden
2408,7402,"Safiental, Bonaduz",,,,1.0,0.0003223726627981947,0.3223726627981947,Unentschieden
2409,7403,Rhäzüns,,,,,,,Unentschieden
2410,7404,Domleschg,,,,,,,Unentschieden
2411,7405,"Rothenbrunnen, Cazis",,,,,,,Unentschieden
2412,7407,Domleschg,,,,,,,Unentschieden
2413,7408,Cazis,,,,,,,Unentschieden
2414,7411,Sils im Domleschg,,,,,,,Unentschieden
2415,7412,Scharans,,,,,,,Unentschieden
2416,7413,"Fürstenau, Scharans",,,,,,,Unentschieden
2417,7414,Fürstenau,,,,,,,Unentschieden
2418,7415,"Cazis, Domleschg",,,,,,,Unentschieden
2419,7416,Domleschg,,,,,,,Unentschieden
2420,7417,Domleschg,,,,,,,Unentschieden
2421,7418,Domleschg,,,,,,,Unentschieden
2422,7419,Domleschg,,,,,,,Unentschieden
2423,7421,"Cazis, Masein",,,,,,,Unentschieden
2424,7422,Cazis,,,,,,,Unentschieden
2425,7423,Cazis,,,,,,,Unentschieden
2426,7424,Cazis,,,,,,,Unentschieden
2427,7425,Masein,,,,,,,Unentschieden
2428,7426,Flerden,,,,,,,Unentschieden
2429,7427,Urmein,,,,,,,Unentschieden
2430,7428,Tschappina,,,,,,,Unentschieden
2431,7430,"Thusis, Rongellen",,,,,,,Unentschieden
2432,7431,Mutten,,,,,,,Unentschieden
2433,7432,Zillis-Reischen,,,,,,,Unentschieden
2434,7433,"Casti-Wergenstein, Donat, Lohn (GR), Mathon",,,,,,,Unentschieden
2435,7434,Sufers,,,,,,,Unentschieden
2436,7435,Splügen,,,,,,,Unentschieden
2437,7436,Splügen,,,,,,,Unentschieden
2438,7437,Nufenen,,,,,,,Unentschieden
2439,7438,Hinterrhein,,,,,,,Unentschieden
2440,7440,Andeer,,,,,,,Unentschieden
2441,7442,Andeer,,,,,,,Unentschieden
2442,7443,Andeer,,,,,,,Unentschieden
2443,7444,Ferrera,,,,,,,Unentschieden
2444,7445,Ferrera,,,,,,,Unentschieden
2445,7446,Avers,,,,,,,Unentschieden
2446,7447,Avers,,,,,,,Unentschieden
2447,7448,Avers,,,,,,,Unentschieden
2448,7450,"Vaz/Obervaz, Albula/Alvra",,,,,,,Unentschieden
2449,7451,Albula/Alvra,,,,,,,Unentschieden
2450,7452,Surses,,,,,,,Unentschieden
2451,7453,Surses,,,,,,,Unentschieden
2452,7454,Surses,,,,,,,Unentschieden
2453,7455,Surses,,,,,,,Unentschieden
2454,7456,Surses,,,,,,,Unentschieden
2455,7457,Surses,,,,,,,Unentschieden
2456,7458,Albula/Alvra,,,,,,,Unentschieden
2457,7459,Albula/Alvra,,,,,,,Unentschieden
2458,7460,Surses,,,,,,,Unentschieden
2459,7462,Surses,,,,,,,Unentschieden
2460,7463,Surses,,,,,,,Unentschieden
2461,7464,Surses,,,,,,,Unentschieden
2462,7472,Albula/Alvra,,,,,,,Unentschieden
2463,7473,Albula/Alvra,,,,,,,Unentschieden
2464,7477,Filisur,,,,,,,Unentschieden
2465,7482,Bergün/Bravuogn,,,,,,,Unentschieden
2466,7484,Bergün/Bravuogn,,,,,,,Unentschieden
2467,7492,Albula/Alvra,,,,,,,Unentschieden
2468,7493,Schmitten (GR),,,,,,,Unentschieden
2469,7494,"Filisur, Davos",,,,,,,Unentschieden
2470,7500,"Celerina/Schlarigna, St. Moritz",,,,,,,Unentschieden
2471,7502,Bever,,,,,,,Unentschieden
2472,7503,Samedan,,,,,,,Unentschieden
2473,7504,"Celerina/Schlarigna, Pontresina, Samedan",,,,,,,Unentschieden
2474,7505,Celerina/Schlarigna,,,,,,,Unentschieden
2475,7512,"St. Moritz, Silvaplana",,,,,,,Unentschieden
2476,7513,Silvaplana,,,,,,,Unentschieden
2477,7514,Sils im Engadin/Segl,,,,,,,Unentschieden
2478,7515,Sils im Engadin/Segl,,,,,,,Unentschieden
2479,7516,Bregaglia,,,,,,,Unentschieden
2480,7517,Sils im Engadin/Segl,,,,,,,Unentschieden
2481,7522,La Punt-Chamues-ch,,,,,,,Unentschieden
2482,7523,Madulain,,,,,,,Unentschieden
2483,7524,Zuoz,,,,,,,Unentschieden
2484,7525,S-chanf,,,,,,,Unentschieden
2485,7526,S-chanf,,,,,,,Unentschieden
2486,7527,Zernez,,,,,,,Unentschieden
2487,7530,Zernez,,,,,,,Unentschieden
2488,7532,Val Müstair,,,,,,,Unentschieden
2489,7533,Val Müstair,,,,,,,Unentschieden
2490,7534,Val Müstair,,,,,,,Unentschieden
2491,7535,Val Müstair,,,,,,,Unentschieden
2492,7536,Val Müstair,,,,,,,Unentschieden
2493,7537,Val Müstair,,,,,,,Unentschieden
2494,7542,Zernez,,,,,,,Unentschieden
2495,7543,Zernez,,,,,,,Unentschieden
2496,7545,Scuol,,,,,,,Unentschieden
2497,7546,Scuol,,,,,,,Unentschieden
2498,7550,Scuol,,,,,,,Unentschieden
2499,7551,Scuol,,,,,,,Unentschieden
2500,7552,Scuol,,,,,,,Unentschieden
2501,7553,Scuol,,,,,,,Unentschieden
2502,7554,Scuol,,,,,,,Unentschieden
2503,7556,Valsot,,,,,,,Unentschieden
2504,7557,Valsot,,,,,,,Unentschieden
2505,7558,Valsot,,,,,,,Unentschieden
2506,7559,Valsot,,,,,,,Unentschieden
2507,7560,Valsot,,,,,,,Unentschieden
2508,7562,Samnaun,,,,,,,Unentschieden
2509,7563,Samnaun,,,,,,,Unentschieden
2510,7602,Bregaglia,,,,,,,Unentschieden
2511,7603,Bregaglia,,,,,,,Unentschieden
2512,7604,Bregaglia,,,,,,,Unentschieden
2513,7605,Bregaglia,,,,,,,Unentschieden
2514,7606,Bregaglia,,,,,,,Unentschieden
2515,7608,Bregaglia,,,,,,,Unentschieden
2516,7610,Bregaglia,,,,,,,Unentschieden
2517,7710,Poschiavo,,,,,,,Unentschieden
2518,7741,Poschiavo,,,,,,,Unentschieden
2519,7742,Poschiavo,,,,,,,Unentschieden
2520,7743,"Brusio, Poschiavo",,,,,,,Unentschieden
2521,7744,Brusio,,,,,,,Unentschieden
2522,7745,Poschiavo,,,,,,,Unentschieden
2523,7746,Poschiavo,,,,,,,Unentschieden
2524,7747,Brusio,,,,,,,Unentschieden
2525,7748,Brusio,,,,,,,Unentschieden
2526,8000,,,,,,,,Unentschieden
2527,8001,Zürich,12.0,0.0023359937706832782,2.3359937706832783,2.0,0.0003893322951138797,0.38933229511387973,YB gewinnt
2528,8002,Zürich,1.0,0.00011402508551881414,0.11402508551881414,,,,Unentschieden
2529,8003,Zürich,2.0,0.00010342866008170864,0.10342866008170865,1.0,5.171433004085432e-05,0.05171433004085432,YB gewinnt
2530,8004,Zürich,19.0,0.0007171705733590005,0.7171705733590005,3.0,0.00011323745895142112,0.11323745895142112,YB gewinnt
2531,8005,Zürich,3.0,0.00022099447513812155,0.22099447513812154,2.0,0.00014732965009208102,0.14732965009208102,YB gewinnt
2532,8006,Zürich,2.0,0.00011557353366079168,0.11557353366079168,,,,Unentschieden
2533,8008,Zürich,8.0,0.0005175313753396299,0.5175313753396299,1.0,6.469142191745374e-05,0.06469142191745374,YB gewinnt
2534,8032,Zürich,2.0,0.00011370743078060151,0.11370743078060151,1.0,5.6853715390300756e-05,0.056853715390300756,YB gewinnt
2535,8037,Zürich,1.0,6.656903208627346e-05,0.06656903208627346,3.0,0.0001997070962588204,0.19970709625882038,SCB gewinnt
2536,8038,Zürich,2.0,0.00012740476493820868,0.12740476493820868,2.0,0.00012740476493820868,0.12740476493820868,Unentschieden
2537,8041,Zürich,,,,,,,Unentschieden
2538,8044,"Dübendorf, Zürich",1.0,0.00010012014417300761,0.1001201441730076,,,,Unentschieden
2539,8045,Zürich,,,,1.0,9.3694368968425e-05,0.09369436896842501,Unentschieden
2540,8046,Zürich,4.0,0.00016171417020416413,0.16171417020416415,1.0,4.0428542551041034e-05,0.04042854255104104,YB gewinnt
2541,8047,Zürich,,,,,,,Unentschieden
2542,8048,Zürich,9.0,0.0003351206434316354,0.3351206434316354,3.0,0.00011170688114387846,0.11170688114387846,YB gewinnt
2543,8049,Zürich,1.0,4.687792987061691e-05,0.04687792987061691,2.0,9.375585974123383e-05,0.09375585974123382,SCB gewinnt
2544,8050,Zürich,4.0,0.00015192950470981463,0.15192950470981464,3.0,0.00011394712853236098,0.11394712853236098,YB gewinnt
2545,8051,"Dübendorf, Zürich",,,,,,,Unentschieden
2546,8052,"Opfikon, Rümlang, Zürich",2.0,0.00010629816635663035,0.10629816635663035,1.0,5.3149083178315176e-05,0.053149083178315175,YB gewinnt
2547,8053,Zürich,,,,,,,Unentschieden
2548,8055,Zürich,,,,1.0,5.1695616211745244e-05,0.051695616211745246,Unentschieden
2549,8057,Zürich,2.0,0.00010308215647871353,0.10308215647871354,,,,Unentschieden
2550,8064,Zürich,,,,,,,Unentschieden
2551,8102,Oberengstringen,,,,1.0,0.00015264845061822624,0.15264845061822624,Unentschieden
2552,8103,Unterengstringen,,,,,,,Unentschieden
2553,8104,Weiningen (ZH),,,,1.0,0.0003786444528587656,0.3786444528587656,Unentschieden
2554,8105,Regensdorf,,,,6.0,0.00045717768972874126,0.4571776897287413,Unentschieden
2555,8106,Regensdorf,,,,2.0,0.00045934772622875517,0.4593477262287552,Unentschieden
2556,8107,"Buchs (ZH), Otelfingen",,,,1.0,0.00016196954972465177,0.16196954972465177,Unentschieden
2557,8108,Dällikon,,,,6.0,0.0015368852459016393,1.5368852459016393,Unentschieden
2558,8109,Würenlos,,,,,,,Unentschieden
2559,8112,Otelfingen,1.0,0.00035739814152966406,0.35739814152966404,,,,Unentschieden
2560,8113,Boppelsen,,,,,,,Unentschieden
2561,8114,Dänikon,,,,,,,Unentschieden
2562,8115,Hüttikon,,,,,,,Unentschieden
2563,8117,Fällanden,,,,,,,Unentschieden
2564,8118,Fällanden,,,,,,,Unentschieden
2565,8121,Fällanden,,,,,,,Unentschieden
2566,8122,Maur,,,,,,,Unentschieden
2567,8123,Maur,,,,,,,Unentschieden
2568,8124,Maur,,,,,,,Unentschieden
2569,8125,"Zollikon, Zürich",,,,1.0,0.00019665683382497542,0.19665683382497542,Unentschieden
2570,8126,Zumikon,,,,1.0,0.00019413706076490002,0.1941370607649,Unentschieden
2571,8127,"Küsnacht (ZH), Egg, Maur",,,,,,,Unentschieden
2572,8132,"Egg, Maur",,,,,,,Unentschieden
2573,8133,Egg,,,,,,,Unentschieden
2574,8134,"Adliswil, Zürich",2.0,0.00010840108401084011,0.10840108401084012,1.0,5.4200542005420054e-05,0.05420054200542006,YB gewinnt
2575,8135,"Horgen, Langnau am Albis",,,,2.0,0.0002671653753673524,0.2671653753673524,Unentschieden
2576,8136,Thalwil,,,,,,,Unentschieden
2577,8142,"Birmensdorf (ZH), Uitikon, Zürich",,,,,,,Unentschieden
2578,8143,"Stallikon, Uitikon, Zürich",,,,,,,Unentschieden
2579,8152,"Kloten, Opfikon, Rümlang, Zürich",1.0,5.8180125669071444e-05,0.05818012566907144,4.0,0.00023272050267628578,0.23272050267628577,SCB gewinnt
2580,8153,Rümlang,14.0,0.001862445124384728,1.862445124384728,5.0,0.0006651589729945457,0.6651589729945457,YB gewinnt
2581,8154,Oberglatt,,,,,,,Unentschieden
2582,8155,"Niederhasli, Steinmaur",,,,,,,Unentschieden
2583,8156,Niederhasli,,,,,,,Unentschieden
2584,8157,Dielsdorf,,,,2.0,0.0003380091262464086,0.3380091262464086,Unentschieden
2585,8158,Regensberg,,,,,,,Unentschieden
2586,8162,"Neerach, Steinmaur",,,,2.0,0.000590493061706525,0.5904930617065249,Unentschieden
2587,8164,"Bachs, Neerach",,,,,,,Unentschieden
2588,8165,"Oberweningen, Schleinikon, Schöfflisdorf",,,,,,,Unentschieden
2589,8166,Niederweningen,,,,,,,Unentschieden
2590,8172,Niederglatt,,,,1.0,0.00021181952976064393,0.21181952976064394,Unentschieden
2591,8173,Neerach,,,,,,,Unentschieden
2592,8174,"Neerach, Stadel",,,,1.0,0.0007047216349541931,0.7047216349541932,Unentschieden
2593,8175,Stadel,,,,,,,Unentschieden
2594,8180,"Bülach, Glattfelden, Winkel",2.0,0.00010583690532888819,0.10583690532888819,3.0,0.00015875535799333228,0.1587553579933323,SCB gewinnt
2595,8181,Höri,,,,,,,Unentschieden
2596,8182,Hochfelden,,,,,,,Unentschieden
2597,8184,Bachenbülach,,,,1.0,0.00024515812699190976,0.24515812699190975,Unentschieden
2598,8185,Winkel,,,,1.0,0.00023980815347721823,0.23980815347721823,Unentschieden
2599,8187,Weiach,,,,,,,Unentschieden
2600,8192,"Glattfelden, Hochfelden",1.0,0.0002067397146991937,0.2067397146991937,,,,Unentschieden
2601,8193,"Eglisau, Glattfelden",2.0,0.00040257648953301127,0.4025764895330113,5.0,0.001006441223832528,1.006441223832528,SCB gewinnt
2602,8194,Hüntwangen,,,,,,,Unentschieden
2603,8195,Wasterkingen,,,,,,,Unentschieden
2604,8196,"Wasterkingen, Wil (ZH)",,,,,,,Unentschieden
2605,8197,"Eglisau, Rafz",,,,1.0,0.00023557126030624264,0.23557126030624265,Unentschieden
2606,8200,"Neuhausen am Rheinfall, Schaffhausen",1.0,3.6708024374128185e-05,0.036708024374128186,,,,Unentschieden
2607,8203,Schaffhausen,,,,,,,Unentschieden
2608,8207,Schaffhausen,,,,,,,Unentschieden
2609,8208,Schaffhausen,,,,,,,Unentschieden
2610,8212,"Laufen-Uhwiesen, Neuhausen am Rheinfall, Schaffhausen",,,,,,,Unentschieden
2611,8213,Neunkirch,,,,,,,Unentschieden
2612,8214,Gächlingen,,,,,,,Unentschieden
2613,8215,Hallau,,,,,,,Unentschieden
2614,8216,Oberhallau,,,,,,,Unentschieden
2615,8217,"Neunkirch, Trasadingen, Wilchingen",,,,,,,Unentschieden
2616,8218,Wilchingen,,,,,,,Unentschieden
2617,8219,Trasadingen,,,,,,,Unentschieden
2618,8222,"Beringen, Schaffhausen",,,,,,,Unentschieden
2619,8223,"Neunkirch, Beringen",,,,,,,Unentschieden
2620,8224,"Löhningen, Neunkirch",,,,,,,Unentschieden
2621,8225,"Gächlingen, Siblingen",,,,,,,Unentschieden
2622,8226,"Gächlingen, Beggingen, Schleitheim",,,,,,,Unentschieden
2623,8228,Beggingen,,,,,,,Unentschieden
2624,8231,Schaffhausen,,,,,,,Unentschieden
2625,8232,Merishausen,,,,2.0,0.002386634844868735,2.3866348448687353,Unentschieden
2626,8233,Bargen (SH),,,,,,,Unentschieden
2627,8234,Stetten (SH),,,,,,,Unentschieden
2628,8235,Lohn (SH),,,,,,,Unentschieden
2629,8236,"Büttenhardt, Thayngen",,,,,,,Unentschieden
2630,8239,Dörflingen,,,,,,,Unentschieden
2631,8240,Thayngen,,,,,,,Unentschieden
2632,8241,Thayngen,,,,,,,Unentschieden
2633,8242,Thayngen,,,,,,,Unentschieden
2634,8243,Thayngen,,,,,,,Unentschieden
2635,8245,Feuerthalen,,,,,,,Unentschieden
2636,8246,Feuerthalen,,,,,,,Unentschieden
2637,8247,Flurlingen,,,,,,,Unentschieden
2638,8248,Laufen-Uhwiesen,,,,,,,Unentschieden
2639,8252,"Diessenhofen, Schlatt (TG)",,,,,,,Unentschieden
2640,8253,Diessenhofen,,,,,,,Unentschieden
2641,8254,Basadingen-Schlattingen,,,,,,,Unentschieden
2642,8255,Basadingen-Schlattingen,,,,2.0,0.002663115845539281,2.663115845539281,Unentschieden
2643,8259,Wagenhausen,,,,,,,Unentschieden
2644,8260,Stein am Rhein,,,,,,,Unentschieden
2645,8261,Hemishofen,,,,,,,Unentschieden
2646,8262,Ramsen,,,,,,,Unentschieden
2647,8263,Buch (SH),,,,,,,Unentschieden
2648,8264,"Eschenz, Mammern",,,,,,,Unentschieden
2649,8265,Mammern,,,,,,,Unentschieden
2650,8266,Steckborn,,,,,,,Unentschieden
2651,8267,Berlingen,,,,,,,Unentschieden
2652,8268,Salenstein,,,,,,,Unentschieden
2653,8269,Salenstein,,,,,,,Unentschieden
2654,8272,Ermatingen,,,,,,,Unentschieden
2655,8273,Ermatingen,,,,,,,Unentschieden
2656,8274,"Gottlieben, Tägerwilen",,,,,,,Unentschieden
2657,8280,"Bottighofen, Kreuzlingen, Tägerwilen",,,,,,,Unentschieden
2658,8302,Kloten,,,,1.0,5.445733267984534e-05,0.05445733267984534,Unentschieden
2659,8303,Bassersdorf,,,,,,,Unentschieden
2660,8304,"Wallisellen, Dübendorf",,,,5.0,0.0003191014104282341,0.3191014104282341,Unentschieden
2661,8305,Dietlikon,,,,,,,Unentschieden
2662,8306,Wangen-Brüttisellen,6.0,0.0011933174224343676,1.1933174224343677,1.0,0.0001988862370723946,0.1988862370723946,YB gewinnt
2663,8307,"Volketswil, Illnau-Effretikon",,,,,,,Unentschieden
2664,8308,"Fehraltorf, Weisslingen, Illnau-Effretikon",,,,1.0,0.000224517287831163,0.22451728783116298,Unentschieden
2665,8309,"Kloten, Nürensdorf",2.0,0.0003707136237256719,0.3707136237256719,1.0,0.00018535681186283596,0.18535681186283595,YB gewinnt
2666,8310,"Lindau, Winterthur",,,,,,,Unentschieden
2667,8311,Brütten,,,,,,,Unentschieden
2668,8312,Lindau,,,,,,,Unentschieden
2669,8314,Illnau-Effretikon,,,,,,,Unentschieden
2670,8315,Lindau,,,,,,,Unentschieden
2671,8317,Lindau,,,,1.0,0.00044306601683650863,0.44306601683650865,Unentschieden
2672,8320,Fehraltorf,,,,1.0,0.0001589825119236884,0.1589825119236884,Unentschieden
2673,8322,"Russikon, Wildberg",,,,,,,Unentschieden
2674,8330,Pfäffikon,,,,4.0,0.0003744266591781335,0.3744266591781335,Unentschieden
2675,8331,Pfäffikon,,,,,,,Unentschieden
2676,8332,Russikon,,,,,,,Unentschieden
2677,8335,Hittnau,,,,,,,Unentschieden
2678,8340,"Bäretswil, Dürnten, Hinwil, Wetzikon (ZH)",,,,,,,Unentschieden
2679,8342,Hinwil,,,,,,,Unentschieden
2680,8344,Bäretswil,,,,,,,Unentschieden
2681,8345,"Bäretswil, Wetzikon (ZH)",,,,,,,Unentschieden
2682,8352,"Elsau, Winterthur",,,,,,,Unentschieden
2683,8353,Elgg,,,,,,,Unentschieden
2684,8354,"Elgg, Hofstetten (ZH), Schlatt (ZH)",,,,,,,Unentschieden
2685,8355,"Elgg, Aadorf",,,,1.0,0.00019944156362185878,0.19944156362185878,Unentschieden
2686,8356,Aadorf,,,,,,,Unentschieden
2687,8357,Aadorf,,,,,,,Unentschieden
2688,8360,"Eschlikon, Münchwilen (TG)",,,,5.0,0.001159285879897983,1.159285879897983,Unentschieden
2689,8362,Bichelsee-Balterswil,,,,,,,Unentschieden
2690,8363,"Turbenthal, Bichelsee-Balterswil",,,,,,,Unentschieden
2691,8370,"Eschlikon, Sirnach",,,,1.0,0.00016531658125309968,0.16531658125309967,Unentschieden
2692,8371,Sirnach,,,,,,,Unentschieden
2693,8372,"Fischingen, Sirnach",,,,,,,Unentschieden
2694,8374,Fischingen,,,,,,,Unentschieden
2695,8376,"Kirchberg (SG), Mosnang, Fischingen",,,,,,,Unentschieden
2696,8400,Winterthur,4.0,0.00010281719103434094,0.10281719103434094,4.0,0.00010281719103434094,0.10281719103434094,Unentschieden
2697,8404,Winterthur,,,,1.0,5.4007344998919854e-05,0.054007344998919855,Unentschieden
2698,8405,"Schlatt (ZH), Winterthur",,,,2.0,0.00011714402858314298,0.11714402858314298,Unentschieden
2699,8406,Winterthur,1.0,7.888301648655044e-05,0.07888301648655044,3.0,0.00023664904945965134,0.23664904945965134,SCB gewinnt
2700,8408,Winterthur,,,,1.0,6.6006600660066e-05,0.066006600660066,Unentschieden
2701,8409,Winterthur,,,,,,,Unentschieden
2702,8412,Neftenbach,,,,,,,Unentschieden
2703,8413,Neftenbach,,,,,,,Unentschieden
2704,8414,Buch am Irchel,,,,,,,Unentschieden
2705,8415,Berg am Irchel,,,,,,,Unentschieden
2706,8416,Flaach,,,,2.0,0.001467351430667645,1.467351430667645,Unentschieden
2707,8418,Schlatt (ZH),,,,,,,Unentschieden
2708,8421,Dättlikon,,,,,,,Unentschieden
2709,8422,Pfungen,1.0,0.0002738975623116954,0.27389756231169543,,,,Unentschieden
2710,8424,Embrach,,,,,,,Unentschieden
